traffic_mean,traffic_std,packet_rate,packet_variance,active_hosts,traffic_entropy,label
-59.273,7.773,2.2,60.418,11,3.354,0
-67.273,7.63,2.2,58.218,11,3.485,0
-61.8,7.627,3.0,58.171,15,3.46,0
-62.571,6.503,1.4,42.286,7,3.579,0
-60.125,6.854,1.6,46.982,8,3.391,0
-56.727,7.016,2.2,49.218,11,3.299,0
-66.714,9.016,2.8,81.297,14,3.412,0
-37.48,4.589,20.0,21.06,100,3.321,1
-67.375,4.438,1.6,19.696,8,3.393,0
-64.5,8.597,1.2,73.9,6,3.361,0
-62.667,5.898,2.4,34.788,12,3.381,0
-62.125,10.19,1.6,103.839,8,3.256,0
-59.833,10.147,1.2,102.967,6,3.297,0
-30.583,4.542,2.4,20.629,12,3.417,1
-61.556,7.316,1.8,53.528,9,3.373,0
-60.727,7.295,2.2,53.218,11,3.434,0
-63.286,5.529,1.4,30.571,7,3.455,0
-63.6,10.015,1.0,100.3,5,3.364,0
-62.714,8.361,1.4,69.905,7,3.482,0
-61.167,9.065,1.2,82.167,6,3.464,0
-66.4,6.674,3.0,44.543,15,3.341,0
-60.0,9.402,1.2,88.4,6,3.341,0
-65.6,5.505,1.0,30.3,5,3.478,0
-61.333,7.596,2.4,57.697,12,3.431,0
-62.556,5.637,1.8,31.778,9,3.262,0
-58.273,6.769,2.2,45.818,11,3.379,1
-66.308,7.51,2.6,56.397,13,3.38,0
-66.167,5.193,1.2,26.967,6,3.344,0
-60.214,8.031,2.8,64.489,14,3.401,0
-61.643,7.967,2.8,63.478,14,3.414,0
-63.8,7.239,2.0,52.4,10,3.422,0
-66.0,8.042,1.4,64.667,7,3.434,0
-32.467,5.54,3.0,30.695,15,3.402,1
-59.727,8.113,2.2,65.818,11,3.281,0
-62.2,6.668,3.0,44.457,15,3.353,0
-62.8,6.73,2.0,45.289,10,3.272,0
-38.38,4.261,14.2,18.153,71,3.293,1
-61.769,6.685,2.6,44.692,13,3.358,0
-64.917,5.992,2.4,35.902,12,3.266,0
-63.818,7.6,2.2,57.764,11,3.365,0
-59.4,5.128,1.0,26.3,5,3.216,0
-62.667,8.69,3.0,75.524,15,3.314,0
-64.5,7.819,1.6,61.143,8,3.281,0
-60.722,6.057,3.6,36.683,18,3.383,1
-59.714,7.064,1.4,49.905,7,3.393,0
-63.067,7.166,3.0,51.352,15,3.396,0
-61.917,6.921,2.4,47.902,12,3.393,0
-59.571,6.133,1.4,37.619,7,3.501,0
-63.267,8.754,3.0,76.638,15,3.42,0
-62.778,5.696,1.8,32.444,9,3.31,0
-62.333,7.556,3.0,57.095,15,3.438,0
-66.286,8.976,1.4,80.571,7,3.415,0
-62.143,7.734,1.4,59.81,7,3.451,0
-59.056,5.241,3.6,27.467,18,3.376,1
-60.0,6.716,2.0,45.111,10,3.422,0
-66.333,6.344,1.8,40.25,9,3.327,0
-58.333,7.062,1.2,49.867,6,3.486,0
-61.818,8.716,2.2,75.964,11,3.404,0
-62.167,7.297,2.4,53.242,12,3.381,0
-61.8,8.701,1.0,75.7,5,3.392,0
-63.769,6.747,2.6,45.526,13,3.399,0
-62.846,8.802,2.6,77.474,13,3.423,0
-60.8,7.35,3.0,54.029,15,3.381,0
-58.0,8.556,1.2,73.2,6,3.438,0
-62.909,6.107,2.2,37.291,11,3.31,0
-38.062,4.268,13.0,18.215,65,3.322,1
-61.083,5.213,2.4,27.174,12,3.49,0
-60.0,6.353,2.4,40.364,12,3.355,0
-64.889,6.294,1.8,39.611,9,3.42,0
-59.0,8.843,2.2,78.2,11,3.438,0
-65.0,9.055,1.6,82.0,8,3.444,0
-59.222,7.839,1.8,61.444,9,3.307,0
-62.167,6.603,2.4,43.606,12,3.416,0
-36.843,5.052,14.0,25.526,70,3.293,1
-60.143,6.769,2.8,45.824,14,3.328,0
-61.375,5.449,1.6,29.696,8,3.391,1
-64.5,5.317,2.4,28.273,12,3.254,0
-64.0,7.368,1.6,54.286,8,3.282,0
-65.5,6.348,1.2,40.3,6,3.39,0
-63.667,9.644,1.8,93.0,9,3.243,0
-68.2,7.396,1.0,54.7,5,3.457,0
-61.733,8.276,3.0,68.495,15,3.463,0
-59.833,10.028,1.2,100.567,6,3.471,0
-60.267,6.649,3.0,44.21,15,3.348,0
-60.9,6.226,2.0,38.767,10,3.35,0
-62.429,8.751,2.8,76.571,14,3.363,0
-56.8,6.058,1.0,36.7,5,3.389,0
-63.75,8.276,1.6,68.5,8,3.264,0
-60.231,8.719,2.6,76.026,13,3.356,0
-65.9,6.488,2.0,42.1,10,3.411,0
-61.714,7.61,1.4,57.905,7,3.326,0
-63.667,7.19,2.4,51.697,12,3.348,0
-32.273,4.606,2.2,21.218,11,3.35,1
-62.133,7.827,3.0,61.267,15,3.423,0
-65.0,4.528,1.0,20.5,5,3.211,0
-64.714,7.415,2.8,54.989,14,3.306,0
-64.909,7.368,2.2,54.291,11,3.299,0
-62.111,6.735,1.8,45.361,9,3.31,0
-61.667,8.532,2.4,72.788,12,3.392,0
-59.308,7.134,2.6,50.897,13,3.266,0
-66.714,7.631,1.4,58.238,7,3.328,0
-66.308,6.738,2.6,45.397,13,3.417,0
-58.714,7.064,1.4,49.905,7,3.411,0
-65.6,7.427,2.0,55.156,10,3.226,0
-67.25,7.704,1.6,59.357,8,3.377,0
-60.4,6.618,1.0,43.8,5,3.334,0
-68.429,6.268,1.4,39.286,7,3.413,0
-63.0,4.66,1.6,21.714,8,3.445,0
-62.929,8.1,2.8,65.61,14,3.37,0
-64.333,7.711,1.2,59.467,6,3.341,0
-62.571,7.356,2.8,54.11,14,3.447,0
-60.857,6.644,1.4,44.143,7,3.555,0
-61.625,7.981,1.6,63.696,8,3.372,0
-59.556,8.662,1.8,75.028,9,3.411,0
-64.0,8.367,1.0,70.0,5,3.333,0
-63.3,6.816,2.0,46.456,10,3.408,0
-63.8,7.757,3.0,60.171,15,3.324,0
-62.933,6.766,3.0,45.781,15,3.38,0
-31.667,5.273,3.0,27.81,15,3.362,1
-57.625,5.449,1.6,29.696,8,3.374,0
-62.769,6.431,2.6,41.359,13,3.426,0
-56.0,7.071,1.0,50.0,5,3.33,0
-63.615,7.445,2.6,55.423,13,3.344,0
-59.2,4.97,1.0,24.7,5,3.306,0
-60.333,7.967,1.2,63.467,6,3.373,0
-61.375,7.386,1.6,54.554,8,3.501,0
-61.143,7.448,1.4,55.476,7,3.291,0
-64.923,6.886,2.6,47.41,13,3.389,0
-37.38,4.764,14.2,22.696,71,3.279,1
-60.4,6.687,2.0,44.711,10,3.404,0
-64.0,9.633,1.2,92.8,6,3.319,0
-62.615,8.13,2.6,66.09,13,3.449,0
-64.067,8.422,3.0,70.924,15,3.465,0
-62.429,6.188,1.4,38.286,7,3.391,0
-60.357,7.121,2.8,50.709,14,3.346,0
-60.846,7.744,2.6,59.974,13,3.346,0
-60.071,7.29,2.8,53.148,14,3.504,0
-65.214,5.673,2.8,32.181,14,3.401,0
-64.556,8.017,1.8,64.278,9,3.314,0
-32.211,4.276,3.8,18.287,19,3.431,1
-57.667,6.538,1.8,42.75,9,3.394,0
-60.615,6.475,2.6,41.923,13,3.335,0
-61.818,7.91,2.2,62.564,11,3.403,0
-60.231,7.726,2.6,59.692,13,3.412,0
-63.0,9.943,1.6,98.857,8,3.389,0
-56.4,6.656,1.0,44.3,5,3.302,0
-61.818,4.49,2.2,20.164,11,3.482,0
-57.667,2.944,1.2,8.667,6,3.315,0
-63.2,10.305,1.0,106.2,5,3.33,0
-64.286,7.783,1.4,60.571,7,3.389,0
-59.143,4.634,1.4,21.476,7,3.418,0
-62.375,7.981,1.6,63.696,8,3.391,0
-60.333,8.093,1.8,65.5,9,3.422,0
-63.0,5.292,2.0,28.0,10,3.466,0
-64.556,5.457,1.8,29.778,9,3.357,0
-56.4,7.127,1.0,50.8,5,3.364,0
-65.0,7.616,1.8,58.0,9,3.366,0
-65.5,5.505,1.2,30.3,6,3.316,0
-59.444,6.729,1.8,45.278,9,3.377,0
-61.5,7.091,1.6,50.286,8,3.407,0
-62.0,4.667,2.0,21.778,10,3.378,0
-67.667,6.946,1.8,48.25,9,3.392,0
-56.857,4.741,1.4,22.476,7,3.284,0
-59.778,7.563,1.8,57.194,9,3.409,0
-36.91,4.316,13.4,18.628,67,3.294,1
-65.111,8.283,1.8,68.611,9,3.405,0
-60.714,8.062,2.8,64.989,14,3.329,0
-38.138,4.596,17.4,21.12,87,3.287,1
-57.727,8.001,2.2,64.018,11,3.35,0
-63.167,8.902,2.4,79.242,12,3.352,0
-64.625,7.17,1.6,51.411,8,3.39,0
-37.182,4.533,13.2,20.551,66,3.314,1
-66.857,4.14,1.4,17.143,7,3.35,0
-60.778,5.286,1.8,27.944,9,3.31,0
-31.75,4.575,4.0,20.934,20,3.361,1
-34.545,5.279,2.2,27.873,11,3.363,1
-61.333,8.907,2.4,79.333,12,3.439,0
-63.5,6.7,2.8,44.885,14,3.443,0
-64.636,8.262,2.2,68.255,11,3.493,0
-62.727,6.944,2.2,48.218,11,3.377,0
-61.6,9.209,1.0,84.8,5,3.416,0
-64.857,6.431,2.8,41.363,14,3.329,0
-63.786,7.084,2.8,50.181,14,3.364,0
-57.375,7.19,1.6,51.696,8,3.411,0
-64.909,7.569,2.2,57.291,11,3.327,0
-61.429,8.696,1.4,75.619,7,3.516,0
-61.5,5.732,1.6,32.857,8,3.408,0
-63.133,7.772,3.0,60.41,15,3.352,0
-65.857,6.414,1.4,41.143,7,3.393,0
-37.903,4.83,14.4,23.328,72,3.294,1
-61.5,6.979,1.2,48.7,6,3.466,0
-64.143,6.669,1.4,44.476,7,3.396,0
-63.6,7.987,1.0,63.8,5,3.419,0
-64.6,9.154,1.0,83.8,5,3.364,0
-61.429,7.091,1.4,50.286,7,3.411,0
-62.857,6.203,1.4,38.476,7,3.307,0
-62.125,9.658,1.6,93.268,8,3.394,0
-62.3,8.693,2.0,75.567,10,3.453,0
-54.417,3.343,2.4,11.174,12,3.342,0
-60.0,8.919,2.0,79.556,10,3.51,0
-62.154,8.194,2.6,67.141,13,3.334,0
-64.733,8.189,3.0,67.067,15,3.352,0
-64.125,6.244,1.6,38.982,8,3.52,0
-62.8,6.613,2.0,43.733,10,3.348,0
-61.3,8.341,2.0,69.567,10,3.35,0
-66.444,6.579,1.8,43.278,9,3.388,0
-57.875,5.842,1.6,34.125,8,3.299,0
-65.2,5.805,1.0,33.7,5,3.275,0
-62.286,7.804,1.4,60.905,7,3.326,0
-60.615,6.911,2.6,47.756,13,3.41,0
-61.889,6.194,1.8,38.361,9,3.375,0
-63.0,6.904,1.4,47.667,7,3.284,0
-62.333,7.967,1.2,63.467,6,3.292,0
-61.333,7.667,2.4,58.788,12,3.366,0
-59.571,5.84,2.8,34.11,14,3.434,0
-62.067,8.713,3.0,75.924,15,3.332,0
-61.222,6.996,1.8,48.944,9,3.39,0
-59.75,6.042,1.6,36.5,8,3.445,0
-58.2,6.304,3.0,39.743,15,3.47,0
-63.167,8.424,1.2,70.967,6,3.366,0
-63.667,7.291,2.4,53.152,12,3.393,0
-59.5,6.595,1.2,43.5,6,3.494,0
-64.333,8.392,2.4,70.424,12,3.428,0
-59.5,6.329,2.0,40.056,10,3.38,0
-64.077,5.766,2.6,33.244,13,3.458,0
-66.909,6.252,2.2,39.091,11,3.391,0
-65.778,5.932,1.8,35.194,9,3.325,0
-62.889,8.177,1.8,66.861,9,3.26,0
-60.214,8.387,2.8,70.335,14,3.389,0
-65.8,8.927,1.0,79.7,5,3.377,0
-62.0,9.577,1.6,91.714,8,3.524,0
-60.182,6.478,2.2,41.964,11,3.323,0
-63.231,6.809,2.6,46.359,13,3.457,0
-63.538,8.058,2.6,64.936,13,3.382,0
-63.2,9.576,1.0,91.7,5,3.624,0
-63.308,8.499,2.6,72.231,13,3.477,0
-65.0,8.552,1.6,73.143,8,3.341,0
-66.0,7.183,1.2,51.6,6,3.371,0
-64.133,8.331,3.0,69.41,15,3.424,0
-63.286,6.993,1.4,48.905,7,3.397,0
-63.3,8.433,2.0,71.122,10,3.457,0
-32.579,5.316,3.8,28.257,19,3.361,1
-68.375,7.17,1.6,51.411,8,3.298,0
-66.364,4.802,2.2,23.055,11,3.367,0
-64.333,7.556,3.0,57.095,15,3.302,0
-60.4,9.009,2.0,81.156,10,3.391,0
-63.231,8.516,2.6,72.526,13,3.345,0
-63.364,8.477,2.2,71.855,11,3.39,0
-62.769,8.833,2.6,78.026,13,3.344,0
-61.2,5.16,2.0,26.622,10,3.376,0
-66.667,10.271,1.8,105.5,9,3.443,0
-63.833,8.419,2.4,70.879,12,3.356,0
-61.545,8.371,2.2,70.073,11,3.308,0
-57.429,6.26,2.8,39.187,14,3.436,0
-61.769,8.064,2.6,65.026,13,3.437,0
-59.444,5.548,1.8,30.778,9,3.292,0
-60.667,5.701,1.8,32.5,9,3.39,0
-60.438,4.604,3.2,21.196,16,3.41,1
-64.5,7.131,1.6,50.857,8,3.374,0
-60.636,7.27,2.2,52.855,11,3.445,0
-63.25,6.566,2.4,43.114,12,3.448,0
-64.333,5.5,1.8,30.25,9,3.422,0
-64.167,10.458,1.2,109.367,6,3.391,0
-66.267,5.271,3.0,27.781,15,3.398,0
-63.308,7.543,2.6,56.897,13,3.447,0
-66.0,8.124,1.2,66.0,6,3.289,0
-62.222,7.345,1.8,53.944,9,3.395,0
-65.091,8.13,2.2,66.091,11,3.351,0
-63.583,9.02,2.4,81.356,12,3.397,0
-59.308,5.36,2.6,28.731,13,3.377,0
-67.5,6.654,2.8,44.269,14,3.404,0
-64.917,7.845,2.4,61.538,12,3.346,0
-58.818,6.794,2.2,46.164,11,3.432,0
-62.545,5.61,2.2,31.473,11,3.389,0
-57.727,6.987,2.2,48.818,11,3.495,0
-64.1,7.505,2.0,56.322,10,3.346,0
-62.571,7.435,1.4,55.286,7,3.263,0
-66.8,9.935,1.0,98.7,5,3.278,0
-62.857,5.551,1.4,30.81,7,3.29,0
-64.818,7.319,2.2,53.564,11,3.355,0
-65.5,6.676,1.6,44.571,8,3.507,0
-65.0,7.031,1.6,49.429,8,3.364,0
-37.53,4.385,16.6,19.228,83,3.315,1
-62.643,7.386,2.8,54.555,14,3.404,0
-60.8,7.563,1.0,57.2,5,3.392,0
-57.2,9.094,1.0,82.7,5,3.538,0
-62.667,6.541,2.4,42.788,12,3.355,0
-61.4,8.809,2.0,77.6,10,3.435,0
-59.786,7.35,2.8,54.027,14,3.34,0
-31.182,3.79,2.2,14.364,11,3.356,1
-59.0,9.899,1.2,98.0,6,3.389,0
-62.385,8.078,2.6,65.256,13,3.419,0
-64.538,7.699,2.6,59.269,13,3.352,0
-62.778,8.467,1.8,71.694,9,3.36,0
-61.857,9.94,1.4,98.81,7,3.388,0
-62.0,8.544,1.0,73.0,5,3.419,0
-63.5,7.428,2.4,55.182,12,3.414,0
-63.125,8.132,1.6,66.125,8,3.298,0
-61.4,7.245,2.0,52.489,10,3.346,0
-57.333,8.5,1.8,72.25,9,3.28,0
-61.455,6.563,2.2,43.073,11,3.337,0
-64.571,10.768,1.4,115.952,7,3.477,0
-65.154,6.669,2.6,44.474,13,3.322,0
-66.429,7.525,1.4,56.619,7,3.411,0
-37.781,4.279,14.6,18.312,73,3.285,1
-58.818,7.91,2.2,62.564,11,3.352,0
-62.333,7.211,1.8,52.0,9,3.325,0
-60.583,7.692,2.4,59.174,12,3.367,0
-59.2,5.805,1.0,33.7,5,3.416,0
-60.385,9.845,2.6,96.923,13,3.362,0
-63.286,7.544,1.4,56.905,7,3.453,0
-62.455,9.395,2.2,88.273,11,3.415,0
-64.154,6.256,2.6,39.141,13,3.393,0
-61.333,8.139,1.8,66.25,9,3.295,0
-57.6,5.595,1.0,31.3,5,3.275,0
-64.75,6.431,1.6,41.357,8,3.391,0
-61.75,6.943,2.4,48.205,12,3.393,0
-58.923,7.421,2.6,55.077,13,3.463,0
-60.308,7.04,2.6,49.564,13,3.369,0
-64.8,8.967,2.0,80.4,10,3.478,0
-61.889,7.288,1.8,53.111,9,3.395,0
-31.421,4.234,3.8,17.924,19,3.443,1
-58.636,5.87,2.2,34.455,11,3.365,0
-61.375,9.68,1.6,93.696,8,3.278,0
-62.4,7.039,3.0,49.543,15,3.332,0
-61.667,7.547,3.0,56.952,15,3.272,0
-63.143,9.788,1.4,95.81,7,3.348,0
-67.0,7.797,1.2,60.8,6,3.295,0
