traffic_mean,traffic_std,packet_rate,packet_variance,active_hosts,traffic_entropy,label,AI_MSE,AI_Prediction,Result,Distance_From_Threshold
-62.5,8.671,2.8,75.192,14,3.402,0,0.001758135591322595,0,Đúng,-0.10330686440867741
-64.75,8.084,1.6,65.357,8,3.351,0,0.001126460140873012,0,Đúng,-0.10393853985912699
-61.8,7.662,1.0,58.7,5,3.278,0,0.004502749337808345,0,Đúng,-0.10056225066219165
-57.5,5.551,2.4,30.818,12,3.481,0,0.007292880033815047,0,Đúng,-0.09777211996618496
-62.615,7.286,2.6,53.09,13,3.439,0,0.003408700199887838,0,Đúng,-0.10165629980011216
-62.6,6.041,2.0,36.489,10,3.467,0,0.002462645613043582,0,Đúng,-0.10260235438695642
-62.833,6.676,1.2,44.567,6,3.412,0,0.0012052488514346673,0,Đúng,-0.10385975114856534
-68.0,3.78,1.6,14.286,8,3.35,0,0.013997564813653803,0,Đúng,-0.0910674351863462
-67.167,5.269,1.2,27.767,6,3.486,0,0.00678457964191299,0,Đúng,-0.09828042035808701
-62.5,8.357,2.0,69.833,10,3.268,0,0.003879790603998993,0,Đúng,-0.10118520939600101
-65.667,7.448,1.2,55.467,6,3.347,0,0.002885172504590094,0,Đúng,-0.10217982749540991
-63.875,9.804,1.6,96.125,8,3.351,0,0.003787923373726151,0,Đúng,-0.10127707662627386
-63.533,9.226,3.0,85.124,15,3.346,0,0.006534836915626402,0,Đúng,-0.09853016308437361
-58.2,5.797,3.0,33.6,15,3.344,0,0.00872277456179493,0,Đúng,-0.09634222543820507
-63.357,6.033,2.8,36.401,14,3.33,0,0.00276218972237309,0,Đúng,-0.10230281027762692
-29.176,3.644,3.4,13.279,17,3.372,1,0.1587808763373926,1,Đúng,0.053715876337392596
-61.429,9.403,2.8,88.418,14,3.465,0,0.004228521654838815,0,Đúng,-0.10083647834516118
-64.714,7.432,1.4,55.238,7,3.348,0,0.000998011650578005,0,Đúng,-0.104066988349422
-33.8,4.077,2.0,16.622,10,3.335,1,0.1279214772382465,1,Đúng,0.022856477238246506
-63.333,8.595,1.2,73.867,6,3.392,0,0.0011414308397389482,0,Đúng,-0.10392356916026106
-58.5,8.332,1.6,69.429,8,3.393,0,0.006665147573112286,0,Đúng,-0.09839985242688772
-60.9,7.094,2.0,50.322,10,3.261,0,0.0036718847047807843,0,Đúng,-0.10139311529521922
-62.643,8.044,2.8,64.709,14,3.395,0,0.00161101217123109,0,Đúng,-0.10345398782876891
-33.316,4.854,3.8,23.561,19,3.345,1,0.16988277438613256,1,Đúng,0.06481777438613255
-62.818,8.171,2.2,66.764,11,3.43,0,0.0010491990219443856,0,Đúng,-0.10401580097805561
-59.0,6.396,2.4,40.909,12,3.318,1,0.004110498685144219,0,Sai,-0.10095450131485578
-37.53,4.272,20.0,18.252,100,3.32,1,7.303747865674996,1,Đúng,7.198682865674996
-66.5,6.317,1.2,39.9,6,3.238,0,0.008014169310906096,0,Đúng,-0.09705083068909391
-63.467,7.337,3.0,53.838,15,3.401,0,0.0028901728903101705,0,Đúng,-0.10217482710968984
-37.531,4.814,12.8,23.174,64,3.298,1,2.0721014038174537,1,Đúng,1.9670364038174537
-64.333,7.853,3.0,61.667,15,3.411,0,0.001909232919316519,0,Đúng,-0.10315576708068348
-70.5,4.66,1.6,21.714,8,3.338,0,0.01077581671164179,0,Đúng,-0.09428918328835821
-62.733,7.564,3.0,57.21,15,3.458,0,0.0071892943229305865,0,Đúng,-0.09787570567706942
-62.333,5.612,1.8,31.5,9,3.441,0,0.0017908547753408043,0,Đúng,-0.1032741452246592
-64.0,9.011,2.2,81.2,11,3.485,0,0.005040559323982362,0,Đúng,-0.10002444067601765
-64.0,7.368,3.0,54.286,15,3.41,0,0.004153809645017979,0,Đúng,-0.10091119035498203
-65.167,8.232,1.2,67.767,6,3.377,0,0.004970288911041755,0,Đúng,-0.10009471108895825
-64.143,7.188,2.8,51.67,14,3.229,0,0.0074528611433452895,0,Đúng,-0.09761213885665472
-60.4,5.358,2.0,28.711,10,3.395,0,0.0007376630036024491,0,Đúng,-0.10432733699639755
-65.143,8.047,2.8,64.747,14,3.358,0,0.0044547326422341785,0,Đúng,-0.10061026735776582
-59.222,5.558,3.6,30.889,18,3.454,1,0.009344099346307363,0,Sai,-0.09572090065369264
-64.8,7.331,3.0,53.743,15,3.284,0,0.006252684199918836,0,Đúng,-0.09881231580008117
-62.4,6.092,3.0,37.114,15,3.391,0,0.002592832054348938,0,Đúng,-0.10247216794565107
-62.429,9.253,1.4,85.619,7,3.367,0,0.0011123267938965543,0,Đúng,-0.10395267320610345
-60.875,8.709,1.6,75.839,8,3.317,0,0.0005152740841727036,0,Đúng,-0.1045497259158273
-63.0,9.899,1.2,98.0,6,3.421,0,0.0059678700032681714,0,Đúng,-0.09909712999673183
-58.4,9.529,1.0,90.8,5,3.358,0,0.009533226549483222,0,Đúng,-0.09553177345051678
-61.923,8.077,2.6,65.244,13,3.448,0,0.001276805276278206,0,Đúng,-0.1037881947237218
-64.714,8.281,1.4,68.571,7,3.243,0,0.015145002792834142,0,Đúng,-0.08991999720716587
-62.2,6.979,1.0,48.7,5,3.331,0,0.0021908841431111004,0,Đúng,-0.10287411585688891
-59.625,7.745,1.6,59.982,8,3.424,0,0.001394401895220764,0,Đúng,-0.10367059810477924
-66.714,5.823,1.4,33.905,7,3.285,0,0.005332368773574669,0,Đúng,-0.09973263122642534
-62.667,8.733,1.2,76.267,6,3.267,0,0.0025824488326911953,0,Đúng,-0.10248255116730881
-64.0,7.566,1.8,57.25,9,3.292,0,0.0012016031463650426,0,Đúng,-0.10386339685363496
-67.2,4.97,1.0,24.7,5,3.419,0,0.007223558766015898,0,Đúng,-0.09784144123398411
-58.786,6.727,2.8,45.258,14,3.399,0,0.0033459044159423255,0,Đúng,-0.10171909558405769
-63.308,9.013,2.6,81.231,13,3.428,0,0.0012536135375652738,0,Đúng,-0.10381138646243473
-64.067,6.933,3.0,48.067,15,3.38,0,0.0020828209928083893,0,Đúng,-0.10298217900719162
-37.7,4.803,10.0,23.071,50,3.249,1,1.0016357742278834,1,Đúng,0.8965707742278834
-65.556,9.812,1.8,96.278,9,3.357,0,0.008124217276274754,0,Đúng,-0.09694078272372525
-58.5,4.135,1.2,17.1,6,3.32,0,0.007550565982519274,0,Đúng,-0.09751443401748074
-61.571,7.723,2.8,59.648,14,3.368,0,0.0011049915809593098,0,Đúng,-0.1039600084190407
-64.429,6.051,1.4,36.619,7,3.455,0,0.0024193458837937685,0,Đúng,-0.10264565411620624
-37.854,4.378,16.4,19.164,82,3.296,1,4.341278961052658,1,Đúng,4.236213961052658
-36.804,4.837,11.2,23.397,56,3.263,1,1.371355313666826,1,Đúng,1.266290313666826
-63.214,7.018,2.8,49.258,14,3.358,0,0.0012795642588969197,0,Đúng,-0.10378543574110309
-33.929,4.665,2.8,21.764,14,3.34,1,0.1464427109572629,1,Đúng,0.041377710957262906
-60.4,8.444,1.0,71.3,5,3.239,0,0.004125329494634108,0,Đúng,-0.1009396705053659
-37.577,5.041,19.4,25.413,97,3.246,1,6.970989159675111,1,Đúng,6.865924159675111
-63.8,6.668,3.0,44.457,15,3.439,0,0.004792978687796867,0,Đúng,-0.10027202131220314
-64.455,8.926,2.2,79.673,11,3.382,0,0.002059716322080825,0,Đúng,-0.10300528367791918
-33.7,6.111,2.0,37.344,10,3.292,1,0.21984037073881937,1,Đúng,0.11477537073881937
-64.0,9.618,1.0,92.5,5,3.278,0,0.007396644344844242,0,Đúng,-0.09766835565515576
-61.714,9.087,1.4,82.571,7,3.35,0,0.00039284325044992976,0,Đúng,-0.10467215674955008
-61.818,9.642,2.2,92.964,11,3.359,0,0.007009769914386306,0,Đúng,-0.0980552300856137
-62.25,7.888,1.6,62.214,8,3.372,0,0.000786233823898049,0,Đúng,-0.10427876617610196
-59.0,8.544,1.0,73.0,5,3.42,0,0.009086611227038166,0,Đúng,-0.09597838877296185
-61.8,9.081,3.0,82.457,15,3.383,0,0.005850472513221308,0,Đúng,-0.0992145274867787
-63.929,7.741,2.8,59.918,14,3.412,0,0.0009325150196719938,0,Đúng,-0.10413248498032801
-60.571,6.188,1.4,38.286,7,3.368,0,0.0011697368721499404,0,Đúng,-0.10389526312785007
-59.5,7.849,2.0,61.611,10,3.407,0,0.0010560165383004935,0,Đúng,-0.10400898346169951
-67.0,7.45,1.0,55.5,5,3.364,0,0.009027174511588914,0,Đúng,-0.0960378254884111
-37.729,4.968,19.2,24.684,96,3.318,1,6.621231620226943,1,Đúng,6.516166620226943
-60.0,5.859,1.4,34.333,7,3.348,0,0.0014330412988178538,0,Đúng,-0.10363195870118215
-60.5,8.742,2.8,76.423,14,3.338,0,0.004439313409690036,0,Đúng,-0.10062568659030997
-60.556,5.077,1.8,25.778,9,3.34,0,0.0045297622324550904,0,Đúng,-0.10053523776754492
-61.1,6.757,2.0,45.656,10,3.392,0,0.0004586374037494419,0,Đúng,-0.10460636259625056
-61.333,8.927,2.4,79.697,12,3.387,0,0.0035321043516785135,0,Đúng,-0.10153289564832149
-67.167,4.401,1.2,19.367,6,3.297,0,0.009448993401201018,0,Đúng,-0.09561600659879899
-64.889,5.947,1.8,35.361,9,3.229,0,0.004424389524203968,0,Đúng,-0.10064061047579603
-62.6,6.58,1.0,43.3,5,3.423,0,0.001591186204307716,0,Đúng,-0.10347381379569229
-37.878,4.96,14.8,24.601,74,3.296,1,3.245094293429787,1,Đúng,3.140029293429787
-60.933,8.328,3.0,69.352,15,3.41,0,0.004370398867489234,0,Đúng,-0.10069460113251077
-62.667,8.411,1.8,70.75,9,3.399,0,0.0009592100506144734,0,Đúng,-0.10410578994938553
-61.0,5.244,1.8,27.5,9,3.446,0,0.0022343343915306874,0,Đúng,-0.10283066560846932
-65.857,5.551,1.4,30.81,7,3.345,0,0.0035036934778013462,0,Đúng,-0.10156130652219866
-66.571,8.059,1.4,64.952,7,3.499,0,0.004156906043646218,0,Đúng,-0.10090809395635379
-62.214,7.287,2.8,53.104,14,3.35,0,0.0011847862164963661,0,Đúng,-0.10388021378350364
-61.3,6.783,2.0,46.011,10,3.463,0,0.0018762249934077884,0,Đúng,-0.10318877500659222
-63.5,8.053,1.6,64.857,8,3.315,0,0.00042791088248523727,0,Đúng,-0.10463708911751476
-61.364,8.778,2.2,77.055,11,3.39,0,0.002155327497134251,0,Đúng,-0.10290967250286576
-62.333,8.078,1.8,65.25,9,3.408,0,0.0007821498661164634,0,Đúng,-0.10428285013388354
-62.636,6.087,2.2,37.055,11,3.377,0,0.001163352412042001,0,Đúng,-0.103901647587958
-64.4,8.444,1.0,71.3,5,3.45,0,0.005302761791997058,0,Đúng,-0.09976223820800295
-59.364,4.76,2.2,22.655,11,3.415,1,0.0026492118627140866,0,Sai,-0.10241578813728591
-60.167,7.885,1.2,62.167,6,3.417,0,0.001546752572845456,0,Đúng,-0.10351824742715456
-59.857,9.191,1.4,84.476,7,3.388,0,0.00326136143296969,0,Đúng,-0.10180363856703031
-64.364,7.58,2.2,57.455,11,3.349,0,0.0002384123131312084,0,Đúng,-0.1048265876868688
-61.167,5.734,2.4,32.879,12,3.38,1,0.0020045268993134826,0,Sai,-0.10306047310068653
-61.706,4.089,3.4,16.721,17,3.323,1,0.018448752221284333,0,Sai,-0.08661624777871567
-61.778,6.457,1.8,41.694,9,3.424,0,0.0011417139887957234,0,Đúng,-0.10392328601120428
-64.111,7.737,1.8,59.861,9,3.569,0,0.005413929161500523,0,Đúng,-0.09965107083849949
-63.667,6.583,2.4,43.333,12,3.414,0,0.0013304915781605306,0,Đúng,-0.10373450842183947
-66.222,7.775,1.8,60.444,9,3.208,0,0.02400192550270955,0,Đúng,-0.08106307449729046
-61.25,6.312,2.4,39.841,12,3.406,1,0.002716288692151654,0,Sai,-0.10234871130784835
-56.562,5.465,3.2,29.862,16,3.381,1,0.011484960945998083,0,Sai,-0.09358003905400192
-60.615,8.068,2.6,65.09,13,3.462,0,0.0029990692653104802,0,Đúng,-0.10206593073468953
-65.583,6.186,2.4,38.265,12,3.405,0,0.004269628592495068,0,Đúng,-0.10079537140750494
-65.6,7.276,2.0,52.933,10,3.499,0,0.0033768296002356737,0,Đúng,-0.10168817039976433
-64.875,9.326,1.6,86.982,8,3.451,0,0.0023644219179563704,0,Đúng,-0.10270057808204364
-63.857,8.934,2.8,79.824,14,3.317,0,0.005495884835406732,0,Đúng,-0.09956911516459327
-62.6,6.586,2.0,43.378,10,3.462,0,0.0017062784115189388,0,Đúng,-0.10335872158848107
-59.0,6.083,1.0,37.0,5,3.42,0,0.003423199711917913,0,Đúng,-0.10164180028808209
-63.429,4.117,1.4,16.952,7,3.429,0,0.004929959563941045,0,Đúng,-0.10013504043605896
-59.0,5.707,1.6,32.571,8,3.334,1,0.0020375218179732283,0,Sai,-0.10302747818202677
-66.583,6.802,2.4,46.265,12,3.341,0,0.0044806640418866605,0,Đúng,-0.10058433595811335
-61.286,6.157,1.4,37.905,7,3.304,0,0.0025734286133774465,0,Đúng,-0.10249157138662256
-62.222,8.121,1.8,65.944,9,3.399,0,0.0009062799261874941,0,Đúng,-0.10415872007381251
-59.143,5.972,2.8,35.67,14,3.337,0,0.006788843428892526,0,Đúng,-0.09827615657110748
-31.667,4.774,2.4,22.788,12,3.417,1,0.17678043531084311,1,Đúng,0.07171543531084311
-64.091,9.679,2.2,93.691,11,3.365,0,0.0021378634873754866,0,Đúng,-0.10292713651262451
-60.0,9.209,1.2,84.8,6,3.439,0,0.007047146556981001,0,Đúng,-0.098017853443019
-55.625,6.163,1.6,37.982,8,3.355,0,0.006917080798566376,0,Đúng,-0.09814791920143363
-57.5,7.502,1.6,56.286,8,3.364,0,0.004236189601233468,0,Đúng,-0.10082881039876654
-62.429,9.181,1.4,84.286,7,3.346,0,0.0006992382867029408,0,Đúng,-0.10436576171329706
-57.647,6.164,3.4,37.993,17,3.299,1,0.011982386716919554,0,Sai,-0.09308261328308046
-62.6,6.883,2.0,47.378,10,3.268,0,0.0030954869850880634,0,Đúng,-0.10196951301491194
-63.364,5.626,2.2,31.655,11,3.457,0,0.004503484228933775,0,Đúng,-0.10056151577106623
-61.7,9.007,2.0,81.122,10,3.316,0,0.0015210125851820267,0,Đúng,-0.10354398741481798
-66.0,8.626,1.2,74.4,6,3.448,0,0.0030418158044254458,0,Đúng,-0.10202318419557456
-63.5,7.735,2.0,59.833,10,3.433,0,0.000450908273493724,0,Đúng,-0.10461409172650628
-63.4,7.956,1.0,63.3,5,3.389,0,0.0025688882437765407,0,Đúng,-0.10249611175622346
-59.636,7.941,2.2,63.055,11,3.354,0,0.0003785538450810563,0,Đúng,-0.10468644615491896
-59.0,7.468,2.0,55.778,10,3.288,0,0.0023536201955497104,0,Đúng,-0.10271137980445029
-64.4,8.62,1.0,74.3,5,3.419,0,0.003071244542631864,0,Đúng,-0.10199375545736813
-62.625,9.68,1.6,93.696,8,3.409,0,0.002603580915657431,0,Đúng,-0.10246141908434257
-62.0,7.583,1.0,57.5,5,3.507,0,0.003869779908949822,0,Đúng,-0.10119522009105018
-64.273,7.417,2.2,55.018,11,3.321,0,0.0001664438555488969,0,Đúng,-0.10489855614445111
-64.667,5.574,1.2,31.067,6,3.295,0,0.004322154916898058,0,Đúng,-0.10074284508310195
-61.769,8.238,2.6,67.859,13,3.436,0,0.0007025483830087525,0,Đúng,-0.10436245161699126
-61.25,6.002,2.4,36.023,12,3.357,0,0.0025828451841366042,0,Đúng,-0.1024821548158634
-61.167,7.026,1.2,49.367,6,3.29,0,0.0014338399841610679,0,Đúng,-0.10363116001583894
-60.222,7.855,1.8,61.694,9,3.456,0,0.0025886797088302046,0,Đúng,-0.1024763202911698
-62.077,5.515,2.6,30.41,13,3.356,0,0.002896628495796511,0,Đúng,-0.10216837150420349
-59.667,6.563,1.2,43.067,6,3.271,0,0.0024301504016045333,0,Đúng,-0.10263484959839547
-65.0,8.803,1.0,77.5,5,3.536,0,0.03267270146143444,0,Đúng,-0.07239229853856557
-62.333,8.71,1.2,75.867,6,3.366,0,0.0006369273584642519,0,Đúng,-0.10442807264153575
-64.667,6.282,1.2,39.467,6,3.412,0,0.003605670237686648,0,Đúng,-0.10145932976231335
-62.273,8.696,2.2,75.618,11,3.378,0,0.001465418799575253,0,Đúng,-0.10359958120042476
-63.571,6.63,2.8,43.956,14,3.371,0,0.0004988793837485695,0,Đúng,-0.10456612061625144
-62.6,7.306,2.0,53.378,10,3.381,0,0.00015921317778501962,0,Đúng,-0.10490578682221499
-59.889,8.536,1.8,72.861,9,3.326,0,0.001555036851437407,0,Đúng,-0.1035099631485626
-63.833,7.346,2.4,53.97,12,3.369,0,0.00047050850612419563,0,Đúng,-0.10459449149387581
-59.9,7.078,2.0,50.1,10,3.566,1,0.007121895642353823,0,Sai,-0.09794310435764618
-58.429,7.807,1.4,60.952,7,3.391,0,0.00435355000524441,0,Đúng,-0.10071144999475559
-58.455,5.716,2.2,32.673,11,3.39,0,0.002685055435020286,0,Đúng,-0.10237994456497972
-60.909,6.268,2.2,39.291,11,3.365,0,0.0009936110417593305,0,Đúng,-0.10407138895824067
-61.0,6.439,2.4,41.455,12,3.29,1,0.00287136436729271,0,Sai,-0.1021936356327073
-63.143,6.503,2.8,42.286,14,3.4,0,0.00125165991653585,0,Đúng,-0.10381334008346416
-65.583,8.284,2.4,68.629,12,3.417,0,0.0009183285652277174,0,Đúng,-0.10414667143477228
-61.286,6.13,1.4,37.571,7,3.287,0,0.0037429747107233353,0,Đúng,-0.10132202528927667
-63.538,5.897,2.6,34.769,13,3.362,0,0.0013601054226087348,0,Đúng,-0.10370489457739127
-57.929,8.251,2.8,68.071,14,3.352,0,0.005599077056272307,0,Đúng,-0.09946592294372769
-37.836,4.262,14.6,18.167,73,3.289,1,3.1549506505724825,1,Đúng,3.0498856505724823
-62.917,8.073,2.4,65.174,12,3.427,0,0.0009012981541035662,0,Đúng,-0.10416370184589643
-70.333,4.844,1.2,23.467,6,3.341,0,0.008420241282335508,0,Đúng,-0.0966447587176645
-63.333,6.055,3.0,36.667,15,3.4,0,0.002047598964090257,0,Đúng,-0.10301740103590974
-64.214,4.264,2.8,18.181,14,3.322,0,0.013115738867776408,0,Đúng,-0.0919492611322236
-60.545,7.34,2.2,53.873,11,3.274,0,0.0022434640285701234,0,Đúng,-0.10282153597142989
-58.8,6.07,2.0,36.844,10,3.481,0,0.005071829874469528,0,Đúng,-0.09999317012553048
-61.857,8.52,2.8,72.593,14,3.336,0,0.0021050171642529856,0,Đúng,-0.10295998283574702
-57.8,4.917,2.0,24.178,10,3.358,0,0.004464210992770641,0,Đúng,-0.10060078900722937
-36.295,4.141,15.6,17.146,78,3.282,1,3.7355487562631637,1,Đúng,3.6304837562631636
-61.929,9.327,2.8,86.995,14,3.465,0,0.003320699724709456,0,Đúng,-0.10174430027529055
-30.1,4.725,2.0,22.322,10,3.364,1,0.22493926197469113,1,Đúng,0.11987426197469113
-61.6,2.302,1.0,5.3,5,3.328,0,0.046466047058619044,0,Đúng,-0.05859895294138096
-33.091,4.415,2.2,19.491,11,3.364,1,0.14383620872751024,1,Đúng,0.038771208727510234
-68.857,5.367,1.4,28.81,7,3.326,0,0.008172333658385615,0,Đúng,-0.09689266634161439
-67.5,8.432,1.2,71.1,6,3.366,0,0.007798222564167522,0,Đúng,-0.09726677743583248
-55.667,4.967,1.2,24.667,6,3.366,0,0.006278104103174794,0,Đúng,-0.09878689589682521
-59.5,7.442,2.0,55.389,10,3.407,0,0.000916794172565301,0,Đúng,-0.1041482058274347
-60.625,7.444,1.6,55.411,8,3.352,0,0.001095404734000469,0,Đúng,-0.10396959526599954
-62.333,7.681,1.8,59.0,9,3.324,0,0.0005028783970977848,0,Đúng,-0.10456212160290222
-60.875,5.592,1.6,31.268,8,3.32,0,0.0037461677062859255,0,Đúng,-0.10131883229371408
-38.0,4.605,13.8,21.206,69,3.307,1,2.6473701436127395,1,Đúng,2.5423051436127393
-63.5,6.804,1.2,46.3,6,3.49,0,0.0004300222431670518,0,Đúng,-0.10463497775683295
-59.0,8.731,2.0,76.222,10,3.376,0,0.005369882318593128,0,Đúng,-0.09969511768140688
-65.0,5.933,2.2,35.2,11,3.351,0,0.0031717463408800634,0,Đúng,-0.10189325365911994
-62.111,7.976,1.8,63.611,9,3.374,0,0.0010174515602424997,0,Đúng,-0.10404754843975751
-65.071,6.318,2.8,39.918,14,3.374,0,0.0009870689261534495,0,Đúng,-0.10407793107384655
-59.857,7.734,1.4,59.81,7,3.516,0,0.006497941239448603,0,Đúng,-0.0985670587605514
-60.545,9.191,2.2,84.473,11,3.443,0,0.003895217845052708,0,Đúng,-0.10116978215494729
-62.786,8.613,2.8,74.181,14,3.318,0,0.002526390037906182,0,Đúng,-0.10253860996209382
-63.857,6.517,1.4,42.476,7,3.352,0,0.0020874005650846415,0,Đúng,-0.10297759943491537
-60.125,6.813,1.6,46.411,8,3.354,0,0.0003164967036060837,0,Đúng,-0.10474850329639392
-61.125,9.418,1.6,88.696,8,3.301,0,0.004024431496015209,0,Đúng,-0.1010405685039848
-58.917,6.007,2.4,36.083,12,3.478,0,0.006112175948088845,0,Đúng,-0.09895282405191116
-64.143,8.047,2.8,64.747,14,3.353,0,0.0023989233073658843,0,Đúng,-0.10266607669263413
-61.714,7.898,2.8,62.374,14,3.371,0,0.0007711729121460944,0,Đúng,-0.10429382708785391
-66.667,5.046,1.2,25.467,6,3.342,0,0.004860477195073438,0,Đúng,-0.10020452280492657
-67.5,4.848,1.2,23.5,6,3.512,0,0.01033413309129533,0,Đúng,-0.09473086690870468
-59.143,9.045,1.4,81.81,7,3.392,0,0.00460190256821174,0,Đúng,-0.10046309743178826
-63.714,5.122,1.4,26.238,7,3.621,0,0.008864399073528302,0,Đúng,-0.0962006009264717
-58.875,5.608,3.2,31.45,16,3.429,1,0.007646064762760762,0,Sai,-0.09741893523723924
-64.077,7.911,2.6,62.577,13,3.384,0,0.00037498812411530786,0,Đúng,-0.1046900118758847
-61.75,8.464,1.6,71.643,8,3.341,0,0.0005585565679726379,0,Đúng,-0.10450644343202736
-60.4,7.595,3.0,57.686,15,3.343,0,0.003597479363099917,0,Đúng,-0.1014675206369001
-61.857,5.521,1.4,30.476,7,3.391,0,0.001660191973215133,0,Đúng,-0.10340480802678487
-61.933,7.334,3.0,53.781,15,3.41,0,0.0024917685155251257,0,Đúng,-0.10257323148447488
-62.786,8.135,2.8,66.181,14,3.321,0,0.0005093513132169436,0,Đúng,-0.10455564868678306
-62.071,7.995,2.8,63.918,14,3.372,0,0.0006010780196042523,0,Đúng,-0.10446392198039575
-65.875,11.09,1.6,122.982,8,3.299,0,0.03996693513027984,0,Đúng,-0.06509806486972017
-61.5,7.948,2.0,63.167,10,3.375,0,0.0005171321598613701,0,Đúng,-0.10454786784013864
-64.2,7.253,3.0,52.6,15,3.345,0,0.003565632845658924,0,Đúng,-0.10149936715434107
-62.0,8.21,2.2,67.4,11,3.379,0,0.0005759581245546455,0,Đúng,-0.10448904187544536
-62.0,8.752,2.2,76.6,11,3.323,0,0.0011728871442763052,0,Đúng,-0.1038921128557237
-67.071,6.22,2.8,38.687,14,3.318,0,0.008245534463893684,0,Đúng,-0.09681946553610632
-59.5,5.947,2.4,35.364,12,3.368,0,0.0038154822869112463,0,Đúng,-0.10124951771308877
-60.8,10.592,1.0,112.2,5,3.33,0,0.005328327197283821,0,Đúng,-0.09973667280271618
-58.778,4.631,1.8,21.444,9,3.374,0,0.0033002034827198513,0,Đúng,-0.10176479651728015
-63.0,10.693,1.4,114.333,7,3.324,0,0.011268789098962515,0,Đúng,-0.09379621090103749
-62.6,6.423,3.0,41.257,15,3.454,0,0.006604452603392856,0,Đúng,-0.09846054739660715
-60.25,5.119,2.4,26.205,12,3.329,0,0.006279700911302426,0,Đúng,-0.09878529908869758
-36.313,4.42,16.6,19.535,83,3.323,1,4.3575074670008425,1,Đúng,4.252442467000843
-37.238,4.623,16.0,21.373,80,3.265,1,4.071025623002369,1,Đúng,3.965960623002369
-60.786,6.727,2.8,45.258,14,3.389,0,0.0012509132847600662,0,Đúng,-0.10381408671523994
-37.766,4.719,18.8,22.267,94,3.269,1,6.356465761328578,1,Đúng,6.251400761328578
-59.714,7.342,1.4,53.905,7,3.374,0,0.000861869750386733,0,Đúng,-0.10420313024961328
-61.6,6.367,3.0,40.543,15,3.429,0,0.003542703924207139,0,Đúng,-0.10152229607579287
-64.583,8.317,2.4,69.174,12,3.471,0,0.006641032173241662,0,Đúng,-0.09842396782675834
-61.0,6.892,1.0,47.5,5,3.423,0,0.00041016679159036243,0,Đúng,-0.10465483320840964
-62.846,7.581,2.6,57.474,13,3.36,0,0.0003592494461390711,0,Đúng,-0.10470575055386093
-58.375,6.589,1.6,43.411,8,3.426,0,0.004805479383830241,0,Đúng,-0.10025952061616976
-61.273,6.574,2.2,43.218,11,3.419,0,0.0018695298473972478,0,Đúng,-0.10319547015260276
-58.0,2.915,1.0,8.5,5,3.333,0,0.024896828277600258,0,Đúng,-0.08016817172239975
-63.5,8.385,1.2,70.3,6,3.447,0,0.00229917032258564,0,Đúng,-0.10276582967741436
-62.5,10.968,1.2,120.3,6,3.364,0,0.011738698262626593,0,Đúng,-0.09332630173737341
-60.0,4.899,1.0,24.0,5,3.48,0,0.002527814613406739,0,Đúng,-0.10253718538659326
-62.4,8.559,3.0,73.257,15,3.458,0,0.0024089398789577895,0,Đúng,-0.10265606012104221
-64.25,7.63,1.6,58.214,8,3.372,0,0.0010358595328779799,0,Đúng,-0.10402914046712203
-63.462,8.941,2.6,79.936,13,3.37,0,0.0020473669758189583,0,Đúng,-0.10301763302418104
-60.0,8.27,1.2,68.4,6,3.366,0,0.002467712469230898,0,Đúng,-0.1025972875307691
-67.286,8.597,1.4,73.905,7,3.289,0,0.005563064696891114,0,Đúng,-0.09950193530310888
-62.083,6.403,2.4,40.992,12,3.402,0,0.0015569013384491204,0,Đúng,-0.10350809866155089
-65.467,6.39,3.0,40.838,15,3.373,0,0.0017569034879334868,0,Đúng,-0.10330809651206652
-65.333,8.756,1.2,76.667,6,3.392,0,0.0024566709944346316,0,Đúng,-0.10260832900556538
-59.769,8.833,2.6,78.026,13,3.324,0,0.003874976357724222,0,Đúng,-0.10119002364227578
-65.6,7.537,1.0,56.8,5,3.328,0,0.005062057840555956,0,Đúng,-0.10000294215944405
-63.083,5.368,2.4,28.811,12,3.416,0,0.003133695266650306,0,Đúng,-0.1019313047333497
-61.167,7.808,1.2,60.967,6,3.269,0,0.007675926103386709,0,Đúng,-0.09738907389661329
-64.769,6.483,2.6,42.026,13,3.323,0,0.0018031383493664786,0,Đúng,-0.10326186165063353
-64.643,9.17,2.8,84.093,14,3.303,0,0.008835990996232009,0,Đúng,-0.09622900900376799
-37.625,4.843,19.2,23.458,96,3.289,1,6.671045215439339,1,Đúng,6.565980215439339
-66.0,4.87,1.6,23.714,8,3.465,0,0.006893489294655231,0,Đúng,-0.09817151070534477
-58.867,6.854,3.0,46.981,15,3.439,0,0.0044950766280714635,0,Đúng,-0.10056992337192855
-61.286,7.184,2.8,51.604,14,3.416,0,0.001184770606675583,0,Đúng,-0.10388022939332442
-60.133,7.347,3.0,53.981,15,3.398,1,0.0012435208174933928,0,Sai,-0.10382147918250662
-67.182,4.119,2.2,16.964,11,3.382,0,0.011195474640050662,0,Đúng,-0.09386952535994934
-59.364,7.075,2.2,50.055,11,3.484,0,0.004756057911640382,0,Đúng,-0.10030894208835962
-57.2,6.68,2.0,44.622,10,3.435,0,0.0036131666845783408,0,Đúng,-0.10145183331542167
-63.167,5.845,1.2,34.167,6,3.267,0,0.006762524602291838,0,Đúng,-0.09830247539770817
-58.9,7.249,2.0,52.544,10,3.36,0,0.0005555169072995075,0,Đúng,-0.1045094830927005
